Date,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
2008-06-24,9.514517784118652,9.716676896531027,9.466694948728748,9.4906063664237,15856300
2008-06-25,9.771018028259277,9.847099036990206,9.379742729090152,9.588422778084245,25515600
2008-06-26,9.760150909423828,9.823189113682366,9.510168992782322,9.56451281559822,17847300
2008-06-27,9.847099304199219,9.890574522891256,9.662330661284086,9.801450697721949,15482500
2008-06-30,10.044910430908203,10.13403425314443,9.894921802038693,9.934049414651748,16860200
2008-07-01,10.018830299377441,10.166645609391027,9.864493993964228,9.890578804783923,18256700
2008-07-02,9.560162544250488,10.181855836569842,9.521034936396774,10.073168221247457,21150500
2008-07-03,9.24931812286377,9.71667531285347,9.19062669696593,9.621029657662518,16835500
2008-07-04,9.39061450958252,9.453653554884564,9.129763945301127,9.227583010559284,9253600
2008-07-07,9.114544868469238,9.557990605196245,9.088460069020833,9.212363902926787,17909400
2008-07-08,8.827609062194824,9.114544326735412,8.695010026613643,9.042810095989879,25528600
2008-07-10,8.705880165100098,8.792830612453328,8.481983882613774,8.671100152002989,29497500
2008-07-11,8.825431823730469,8.968899406881262,8.692833662768159,8.727613657798033,20777700
2008-07-14,8.88630199432373,8.953687802816669,8.847174376195804,8.934123993752705,13011900
2008-07-15,8.81456470489502,8.901515121621388,8.599363708789232,8.771089496531836,20875300
2008-07-16,8.645013809204102,8.91021188008231,8.523283370442464,8.91021188008231,21499400
2008-07-17,8.21678352355957,8.73413680285197,8.151571120440188,8.692835807694523,32759500
2008-07-18,8.303735733032227,8.42329196933343,8.129835677574034,8.258087123953365,16097300
2008-07-21,8.425463676452637,8.473286493121327,8.275475064019982,8.412421693158054,19839700
2008-07-22,8.136357307434082,8.366775417216303,8.086361089402466,8.303736383046505,17826300
2008-07-23,7.847248077392578,8.17331103067849,7.834206089962563,8.125489028066818,26104100
2008-07-24,7.499447822570801,7.934198420980702,7.471188801492288,7.847247969610338,29340900
2008-07-25,7.499447822570801,7.592919267566606,7.301636333463134,7.382064961987097,19857400
2008-07-28,7.575528144836426,7.777687220734155,7.575528144836426,7.645088167809742,16239000
2008-07-29,7.564657211303711,7.738557215049191,7.442927623292189,7.6429124202943335,19574800
2008-07-30,7.934197425842285,7.951587845623567,7.545095490055096,7.629871713436704,28054000
